2M07411068-2427051 5615430978007283840 3.27 4804 -0.33  -477.47    14.50    15.43    13.55     1.837  3424 11.11   nan    1.10 0 0
2M07423880+3650367  895864795660287744 3.37 4302  0.16  -713.05    13.18    13.83    12.41     0.192  1203  7.49   nan    1.07 0 1
2M07433752+1754592  671198797322069760 2.59 4446 -0.27  -377.50    13.38    13.99    12.66     0.082  3125  5.64   nan    0.99 0 1
2M07435070+4050557  923516035629684864 3.50 4901 -0.35  -309.58    13.07    13.57    12.43     0.165   920  1.51   nan    1.25 0 1
2M07450054-6923093 5270710718066069376 2.46 5014 -2.00  -513.57    12.78    13.25    12.15     0.469  1957  1.61   nan    1.14 0 0
2M07452443+3220066  881683466483704064 3.01 4659 -0.60  -544.44    11.87    12.40    11.22     0.219  1172 13.68 28.67    1.75 1 1
2M07460237-6416563 5287869559091227008 3.17 4999 -0.46  -291.29    13.74    14.30    13.05     0.494  1904  6.23   nan    1.07 0 0
2M07460634+2628144  874903671628427648 3.10 4538 -0.05  -450.46    13.28    13.88    12.56     0.055  1461  4.39   nan    1.04 0 0
2M07465389+2935013  878878676744497152 3.18 4572 -0.11  -353.37    11.51    12.13    10.79     0.110  1337 15.20 10.07    1.24 0 0
2M07481102+4758440  933691427333265536 3.45 4588  0.20  -569.37    11.72    12.29    11.03     0.137   553 13.12 11.50    0.90 0 0
2M07493694+1457293 3164621037152175872 3.33 4514  0.12  -445.35    10.36    11.02     9.62     0.055  1048 14.55 11.30    0.92 0 1
2M07493980+6645020 1096085691279812480 2.99 5230 -1.58  -404.93    14.32    14.72    13.76     0.110  1881 17.87   nan    1.04 0 1
2M07502451+6555518 1094900039789833600 3.76 4750  0.25  -337.12    10.76    11.32    10.10     0.165   312  1.73   nan    1.32 0 1
2M07502591+2214012  674669341352343424 3.61 4551 -0.23  -716.20    13.65    14.28    12.90     0.165  1743 10.31   nan    1.05 0 1
2M07503331+4201473  924008616838459776 3.60 4737 -0.23  -494.35    12.47    13.00    11.81     0.110   656 12.09   nan    1.18 1 1
2M07504741+2422247  867683247489462272 2.86 4080  0.20  -623.91    12.59    13.38    11.72     0.192   956  8.26   nan    1.31 1 1
2M07514537+4602543  926598443462301440 3.22 4504 -0.01  -533.25    11.90    12.53    11.16     0.165   675  4.24 10.03    1.19 1 0
2M07523013+2648093  874232797737149952 3.59 4620 -0.45  -570.91    13.33    13.92    12.62     0.137  2353 18.95   nan    1.03 0 1
2M07535287+2109500  673747263413597184 2.69 4344  0.07  -309.05    13.39    14.10    12.59     0.137  2932 10.86   nan    1.03 0 0
2M07540225+0757214 3145266746285991040 2.77 4492 -0.53  -470.33    13.44    14.01    12.74     0.055  2960 10.46   nan    1.05 0 1
2M07543299+3552363  906730650601933568 3.10 4539 -0.60  -545.73    13.37    13.96    12.65     0.137  1975 11.84   nan    1.05 0 1
2M07545153+4051467  920702247935488896 2.94 4762 -0.56  -287.90    10.60    11.16     9.93     0.165  1054 10.51 16.11    1.29 1 1
2M07552412+3917476  919717429114017152 3.07 4403 -0.02  -498.97    10.11    10.78     9.37     0.137   636 10.10   nan    1.22 0 1
2M07553405+2654312  874556329033764864 2.61 4440 -0.05  -426.29    11.20    11.84    10.47     0.165  1250  3.03   nan    0.85 0 1
2M07561328+1917522  670232640135669888 3.67 4610  0.15  -503.98    12.87    13.40    12.20     0.082   590 15.58   nan    1.00 1 0
2M07561922+5120084  935954776314350080 3.02 5052 -1.09  -330.52    13.35    13.79    12.75     0.192  1555  1.67   nan    1.05 0 0
2M07571558+1925074  670237514921488384 2.95 4602 -0.57  -484.46    11.97    12.53    11.28     0.000  1512 10.23 10.40    1.17 1 0
2M07582870+4904100  933326703005703168 3.27 4554 -0.59  -710.19    11.58    12.17    10.89     0.110  1122 14.27 20.97    1.11 1 1
2M07594433+1822344  669166491812987904 2.85 4541 -0.32  -461.02    11.06    11.65    10.37     0.055  1220  9.14 12.72    1.03 1 0
2M07595808+1844498  669955803723072128 3.58 4377 -0.60  -924.23    11.68    12.31    10.94     0.055  1602 22.70 20.80    1.07 1 0
2M08002352-7219503 5269211804542391168 3.38 4790 -0.53  -472.99    11.90    12.59    11.10     0.780   395 23.22 32.88    0.99 1 0
2M08005071-7053188 5269549015311829760 3.00 4401 -0.06  -442.07    13.44    14.18    12.60     0.499  2771 12.78   nan    1.09 0 0
2M08011025+1920156  670081319846938624 3.23 4392  0.28  -546.59    12.00    12.64    11.25     0.082   753  5.26  8.93    1.01 1 0
2M08013225+3824151  919454744617980928 3.27 4446  0.04  -573.48    12.43    13.00    11.74     0.082  1239  8.56   nan    1.59 0 1
2M08023533+2720195  874464176215590016 3.70 4953 -0.48  -399.88    12.06    12.49    11.48     0.055   644 13.85   nan    0.80 1 1
2M08035932+2911396  876402958811987968 3.05 4351 -0.71  -774.92    13.89    14.51    13.13     0.219  2886 16.26   nan    0.92 0 1
2M08050775+2604105  681971846610387712 3.18 4535 -0.62  -726.23    11.59    12.04    10.98     0.082  1667 15.22 50.95    0.93 1 1
2M08051160+3722131  907156505199523840 3.35 5146 -0.25  -288.13 -9999.00 -9999.00 -9999.00 -9999.000 -9999 12.11   nan     nan 0 0
2M08052925+4320562  922870484864792576 2.92 4603 -0.22  -413.05    13.01    13.60    12.30     0.137  2137  4.96   nan    1.19 0 1
2M08064999+3322165  902263369218625024 2.81 4408 -0.23  -515.64    11.02    11.65    10.29     0.165   770  7.12   nan    1.19 1 1
2M08065797-5604072 5319106650077905152 3.53 4851 -0.15  -334.60    15.02    15.67    14.25     1.044  1662  1.52   nan    1.01 0 1
2M08072435+3721549  907120496193323776 3.67 4672 -0.44  -668.28    12.78    13.31    12.10     0.192   797  5.79   nan    1.15 1 1
2M08073297+3917462  909100132519220736 2.93 4582 -0.39  -459.63    11.57    12.16    10.87     0.082  1746 10.51 14.38    1.04 1 0
2M08073602+2146435  676960483065750656 2.85 4541 -0.40  -392.75    11.50    12.13    10.76     0.165  1704 15.12 17.63    0.86 1 0
2M08084348+3606434  906233117294071808 3.30 4848 -0.34  -302.91    12.00    12.51    11.35     0.192   601  1.53 14.08    1.66 0 0
2M08085801+2156561  676992025305546368 2.95 4547 -0.09  -367.59    13.98    14.58    13.26     0.137  2759  4.04   nan    1.00 0 1
2M08091272+3525336  905919932574629248 3.04 4524 -0.46  -571.30    12.91    13.53    12.18     0.219  2410 13.80   nan    1.43 1 1
2M08092419+2218448  677096513269998336 2.61 4587 -0.50  -307.62    12.65    13.26    11.92     0.000  2940 12.17 12.97    1.04 0 0
2M08094640-3317207 5547418452890350336 3.13 4660 -0.18  -510.45    15.63    16.47    14.70     1.667  3576  3.83   nan    0.93 0 1
2M08101042+2721022  683657367871721856 3.75 4939 -0.23  -288.82    12.87    13.36    12.24     0.137   673  1.51   nan    0.99 0 0
2M08101129+3640502  906323659500433664 3.51 4363 -0.69  -968.28    11.27    11.94    10.50     0.247  1072 21.46   nan    1.07 1 1
2M08103525+2749283  683884863700181120 3.73 4295 -0.30  -942.11    11.58    12.21    10.80     0.055   461 13.68   nan    0.98 1 1
2M08103919-7056298 5269434081987150208 3.30 4370 -0.64  -871.99    13.29    13.95    12.50     0.467  1733 14.07   nan    1.03 0 0
2M08112637+4831048  931520823877173632 3.77 4534 -0.55  -799.98    13.43    13.99    12.73     0.165   977  8.94   nan    0.97 0 0
2M08115029+3121434  901083180924305792 3.71 4616  0.07  -538.48    13.47    14.06    12.76     0.110  1065  6.66   nan    1.87 0 1
2M08121556-3250516 5547484354865992320 3.06 4905 -0.38  -458.57    15.66    16.58    14.71     1.539  5606  1.78   nan    1.05 0 1
2M08123316-3230261 5547568364430182784 3.10 4496 -0.10  -591.13    13.90    14.60    13.09     1.498  2824  8.94   nan    0.96 0 1
2M08123609+5337408 1031840951989590272 2.96 4574 -0.51  -484.87    11.34    11.89    10.66     0.137  1540 11.73 25.92    1.13 1 0
2M08130112-5502117 5319260272468553856 2.63 4428 -0.67  -477.70    15.44    16.21    14.57     1.356  6442 17.31   nan    0.98 0 1
2M08131326+4704358  929703846552301696 3.80 4896 -0.10  -344.30    13.23    13.70    12.61     0.192   762 20.27   nan    1.85 0 0
2M08133397+2726538  683628677490213376 3.19 4458 -0.10  -575.27    11.94    12.54    11.23     0.110  1022  8.22  7.69    0.86 1 1
2M08134768+4246171  927851891014240512 3.33 4446 -0.37  -770.14    13.21    13.77    12.51     0.219  1263  9.64   nan    1.37 0 0
2M08140912+2844441  684317865123036672 3.05 4538 -0.40  -392.68    13.16    13.74    12.46     0.000  3342 16.37   nan    1.00 0 1
2M08152124+5508046 1033069862392469120 3.83 4284 -0.46 -1034.73    13.32    13.84    12.61 -9999.000 -9999 16.57   nan   12.47 0 1
2M08161282+5139160  935317952923627136 3.22 4549  0.14  -535.07    12.44    13.03    11.73     0.165  1161  5.09   nan    0.98 1 1
2M08231995-3657095 5542073245832295168 2.99 4479 -0.26  -558.87    14.99    15.91    14.03     1.776  5527 10.22   nan    1.05 0 1
2M08241910-3625260 5542193023878199424 2.60 4502 -0.36  -353.18    15.47    16.65    14.39     1.698  4131 11.57   nan    1.02 0 1
2M08261207-4927275 5515238461958059648 2.63 4578 -0.45  -394.65    16.97    18.39    15.73     2.238  7301  1.69   nan    0.94 0 0
2M08261815-8424368 5193425388617311872 2.99 4686 -0.08  -287.37    13.51    14.13    12.76     0.466  1638  1.73   nan    1.03 0 0
2M08262363-1736009 5708230133040737664 3.03 4423 -0.02  -487.66    12.41    13.04    11.65     0.110  2319  8.75   nan    1.62 0 1
2M08270551-1726018 5708239173948480640 3.01 4539 -0.34  -472.12    13.46    14.06    12.73     0.110  3724 12.58   nan    1.02 0 1
2M08271362+4128326  914771516574592896 3.36 4424 -0.06  -603.90    10.24    10.89     9.50     0.082   482 14.64 16.75    1.06 1 1
2M08280517+4447588  917930787142648576 2.94 4552 -0.65  -507.63    12.16    12.72    11.46     0.055  1425  8.98 14.02    1.05 1 1
2M08281954-4937597 5323070526941031936 3.07 4523 -0.23  -540.81    15.35    16.42    14.30     2.326  4406  8.78   nan    1.18 0 0
2M08285553-4912574 5515256638260221696 3.17 4852 -0.44  -341.06    15.59    16.50    14.63     1.628  2348  2.57   nan    1.05 0 0
2M08291372-4919400 5323101485065883904 2.54 4639 -0.68  -334.79    16.04    16.72    14.76     1.628  1933  5.48   nan    2.07 0 0
2M08292947+4532071  918059021981619072 3.18 4579  0.08  -442.66     9.79    10.40     9.09     0.110   329  3.83  6.37    1.13 1 1
2M08311345-3915577 5529405841078050560 3.47 4441 -0.60  -839.48    14.71    15.65    13.73     2.530  1931 17.70   nan    1.04 0 1
2M08311972-4850570 5323209065408996352 2.33 4451 -0.40  -418.78    15.75    16.74    14.75     1.344  9851  9.52   nan    0.98 0 0
2M08335270+2716482  703912502360020224 3.68 4604 -0.32  -806.82    13.31    13.85    12.62     0.110   922 10.68   nan    1.02 0 0
2M08342630+1409217  651494453736176000 3.47 4435 -0.68  -885.27    13.53    14.08    12.82     0.027  1733 13.69   nan    0.90 0 1
2M08363324+1516597  657626292645182080 3.12 4517 -0.42  -602.48     9.62    10.23     8.95     0.055   614 11.94   nan    1.37 1 1
2M08373543+1521219  657639482488584960 3.31 4795  0.04  -290.65    13.69    14.22    13.03     0.000  1671  1.50   nan    1.03 0 1
2M08373725+6749556 1094040977607756544 2.51 4204 -0.23  -367.30    11.85    12.54    11.06     0.082  2112 15.69   nan    1.20 1 1
2M08410929+1136391  602083947372083072 2.66 4441 -0.04  -291.76    13.57    14.19    12.83     0.027  3840  4.83   nan    1.08 0 1
2M08411685+0227102 3079114835356421376 2.38 4654 -0.58  -291.89    12.66    13.21    11.98     0.110  2107  1.57  9.36    1.05 0 1
2M08414024+1500108  609611508917694208 3.38 4356 -0.31  -835.85    11.67    12.31    10.93     0.137   460  7.19 10.78    1.71 1 1
2M08421352-8420573 5193371585563938560 2.69 4510 -0.57  -307.63    13.35    14.03    12.56     0.469  3741 14.54   nan    0.96 0 0
2M08423210+1107222  601814773181311488 3.51 4316  0.20  -731.71    14.52    15.17    13.74     0.110  1544 67.41   nan    2.28 0 1
2M08432265+2433130  690315971633610880 3.33 4868 -0.34  -305.46    12.73    13.17    12.14     0.082   899 19.33   nan    1.00 1 1
2M08434880+0316382 3079312025895632256 2.85 4558 -1.61 -1038.00    12.79    13.18    12.17     0.055  2079 18.90   nan   13.96 0 0
2M08465205-1507171 5733595836229406848 3.58 4350 -0.41  -836.50    13.24    13.77    12.56     0.110   969 13.47   nan    1.13 0 1
2M08471677+1153594  601976298311280640 3.30 4878 -0.48  -322.91    14.01    14.49    13.38     0.137  1589  1.57   nan    1.45 0 1
2M08482212+1119472  598870968236794496 2.39 4994 -1.43  -364.98    15.29    15.75    14.68     0.110  5693  2.06   nan    0.98 0 1
2M08502713+1110571  598873918878952704 3.71 4735  0.16  -405.59    12.87    13.39    12.21     0.110   630 21.69   nan    1.00 1 1
2M08511335+1151401  604921030968952832 3.52 4595 -0.16  -671.52    13.14    13.69    12.44     0.219   827  7.65   nan    1.00 0 1
2M08511573+2821353  704975970622898176 2.95 4484  0.02  -426.19    11.94    12.53    11.21     0.055  1073  6.11 11.51    1.29 1 0
2M08524165+1143286  604901652076632960 3.82 5023 -0.42  -308.14    14.01    14.47    13.39     0.165  1414  1.76   nan    1.33 0 0
2M08571317+4036267  720408780252123904 3.71 4618 -0.03  -573.92    12.65    13.20    11.96     0.110   537  9.75   nan    1.01 1 0
2M08584353+0336162  578481036200549376 2.98 4680 -0.16  -320.73    14.50    15.06    13.81     0.165  2741  1.63   nan    0.99 0 0
2M08590163+6954393 1118612416789455488 3.44 4479 -0.17  -717.24    13.56    14.06    12.90     0.219   920 13.01   nan    1.08 0 0
2M09025469+0323022  578318514637539328 2.80 4932 -1.15  -352.40    14.67    15.16    14.03     0.055  4127  1.79   nan    1.03 0 0
2M09072926+4228055  816739094201996928 3.52 4654 -0.02  -460.25    11.80    12.32    11.12     0.000   537  6.51  6.56    1.56 1 1
2M09074087-0136209 3841869862843199744 2.91 4589 -0.97  -676.82    11.23    11.74    10.58     0.000   872  7.96  7.82    0.85 1 1
2M09083113+5450217 1023882343231523200 3.64 4439  0.07  -698.15    13.10    13.66    12.34     0.055   610 22.27   nan    2.08 0 0
2M09090834-6513386 5248372730601168128 3.01 4483 -0.05  -500.75    13.35    14.00    12.58     0.536  3174  9.74   nan    1.01 0 1
2M09094805-6451019 5296425202667070336 3.03 4329 -0.06  -563.53    13.60    14.35    12.77     0.595  2198 11.29   nan    1.07 0 1
2M09103382-6509336 5248375754258178176 2.74 4419 -0.98  -507.66    13.66    14.39    12.83     0.587  3658 18.52   nan    1.03 0 0
2M09114064-4819577 5326811855765094272 2.95 4519 -0.13  -449.67    17.24    19.68    15.79     7.280  3821 10.99   nan    0.92 0 0
2M09120692+2149532  638742592754578688 3.09 4504 -0.77  -822.45    13.98    14.44    13.35     0.219  1803  7.01   nan    1.21 0 1
2M09125886+2243395  686849456285987840 2.39 5089 -2.08  -605.28    15.44    15.86    14.84     0.137  4033 13.56   nan    0.99 0 0
2M09131690-6457313 5248743025509638784 3.33 4866 -0.01  -333.29    15.08    15.69    14.33     0.660  3646  2.55   nan    1.38 0 1
2M09135382-4756031 5326453483690356992 2.84 4560  0.17  -338.44    19.76    21.57    18.12    11.180  2632  3.79   nan    1.07 0 1
2M09145481+7138294 1120328891878272000 3.27 4642 -0.42  -535.20    11.68    12.31    10.94     0.329  1057 14.18 14.29    1.00 1 1
2M09150013-4729042 5327239870727664256 3.73 4736 -0.21  -483.91    16.60    18.00    15.36    10.446   675 40.99   nan    6.11 0 0
2M09160512+2235052  638887861432624256 3.55 4765 -1.11 -1071.11    15.09    15.49    14.50 -9999.000 -9999  6.03   nan    8.96 0 1
2M09161218-4745367 5326470972799929600 2.44 4962 -1.91  -507.91    17.71    19.99    16.25     8.527  2236  1.97   nan    1.11 0 0
2M09161890-4843576 5326354630726157696 3.31 4517 -0.18  -556.75    17.86    20.57    16.33     6.740  2331 17.55   nan    0.98 0 1
2M09162427-4751267 5326460905396722176 3.83 4578 -0.47  -864.93    16.48    19.12    14.99    13.259  2190 21.87   nan    1.07 0 0
2M09172449+4416436  818612696375168512 3.67 4604 -0.63  -687.20    12.41    12.96    11.72     0.000  1538 18.09 29.65    0.96 1 1
2M09213827+3314237  702024091138966784 3.76 4731  0.14  -460.89    12.40    12.93    11.74     0.000   504 15.93   nan    0.93 1 0
2M09215207-0733232 5744887580127586944 2.46 4991 -1.05  -321.85    13.38    13.88    12.73     0.137  3653  1.68   nan    1.07 0 0
2M09244286+3520321  798565884982660096 3.57 4866 -0.42  -602.49    11.41    11.84    10.84     0.000   871 13.37   nan    1.06 0 1
2M09280412+2725458  694541639634307712 2.96 4632 -0.61  -598.94    11.44    11.95    10.81     0.165   909  6.96   nan    0.98 0 1
2M09305705-0639072 5745184443971141888 2.78 4588 -0.37  -378.20    13.13    13.69    12.44     0.110  2499  6.69   nan    1.05 0 1
2M09310731+3656540  799137149992484096 3.26 4894 -0.61  -383.82    13.58    14.04    12.97     0.000  1291  1.71   nan    1.48 0 1
2M09312195+3630056  798921920592198784 2.76 4606 -0.37  -302.16    12.39    12.94    11.71     0.000  2526  6.98 12.04    0.98 1 1
2M09315149-0747214 5742040257328364032 3.38 4862 -0.31  -293.70    13.19    13.68    12.55     0.055  1139  1.54   nan    1.34 0 1
2M09383957+3559299  798141645292721408 3.04 4752 -0.74  -444.37    13.72    14.20    13.09     0.000  2104  6.05   nan    0.97 0 1
2M09393249-5951343 5257245239703982592 2.94 4480 -0.31  -659.54    15.76    16.64    14.84     0.699  8091  2.19   nan    1.03 0 1
2M09402850+5629170 1025162243484908672 3.45 4809 -0.20  -314.14    12.75    13.26    12.09     0.000   833  2.94 17.44    1.05 0 0
2M09440007+3813059  799935773391979264 2.83 5065 -1.08  -359.57    16.06    16.48    15.48     0.000  4213  1.63   nan    1.04 0 1
2M09505872+3900162  800387397792987904 3.75 4653 -0.72  -871.93    12.83    13.28    12.23     0.000   682 11.90   nan    1.03 1 1
2M09530496+1843269  626420224207726592 3.09 5282 -2.32  -569.78    12.40    12.71    11.92     0.000   761  1.85   nan    0.84 0 0
2M09541151+4239013  808115006030787328 3.04 4666 -0.04  -374.70     9.79    10.36     9.13     0.000   460  3.74  9.41    1.00 1 1
2M09542558-3851393 5432085764799731456 3.69 4902 -0.22  -306.74    14.48    15.07    13.77     0.511  1222  1.51   nan    1.07 0 1
2M09580511+4607192  822208339916625792 3.32 4754 -0.58  -561.82    12.48    12.90    11.89     0.137   801 14.10   nan    7.67 0 1
2M09582215-3856326 5421515472326558464 3.02 4404 -0.57  -577.52    14.76    15.45    13.95     0.444  6444 20.85   nan    0.98 0 1
2M10014082-2954176 5463853022248506496 3.00 4532 -0.78  -804.78    13.27    13.68    12.69     0.302  1613 13.43   nan    0.99 0 0
2M10020021-3004215 5463568871508190208 3.13 4886 -0.50  -299.44    14.14    14.66    13.48     0.219  2008  1.57   nan    1.16 0 0
2M10020603+2616319  739730738605423488 3.48 4919 -0.39  -316.16    16.38    16.85    15.75     0.137  3495  1.52   nan    1.10 0 1
2M10032954+0210497 3836153085277774848 3.84 5075 -0.77  -467.30    12.30    12.68    11.76     0.000   620  4.95  6.95    2.32 1 1
2M10033228-5605419 5259776001912949632 2.48 4432 -0.46  -318.25    18.67    21.23    17.11    11.030  3266 10.31   nan    1.06 0 1
2M10033462+2507410  642786832744318336 2.30 4708 -1.33  -416.23    16.51    16.99    15.87     0.137  3273  2.41   nan    0.97 0 0
2M10053735+2705162  739897692574033664 2.79 5122 -1.51  -422.10    15.98    16.35    15.42     0.000  4082  2.01   nan    0.98 0 1
2M10155325+0441079 3860884984436885888 3.05 4616 -0.56  -606.72    11.67    12.12    11.08     0.000   805  9.92 17.97    0.89 1 0
2M10160829+4424400  809059005482867840 3.60 4837 -0.83  -746.38    11.13    11.61    10.54     0.000   716 17.06   nan    1.04 0 0
2M10164531-4622396 5413578750730450688 2.37 5018 -1.26  -329.19    14.22    14.80    13.49     1.008  4718  1.52   nan    1.13 0 0
2M10170294-4613283 5413581495199611904 2.83 4388 -0.37  -581.07    12.80    13.52    11.98     0.566  2394  9.32 10.04    1.15 1 1
2M10170519-4619085 5413580022040831104 2.86 5282 -1.20  -411.98    15.29    15.83    14.59     0.566  4398  0.00   nan    1.06 0 0
2M10172475-4627289 5413574696281535104 2.44 4998 -1.26  -390.02    14.49    15.06    13.75     0.248  5036  1.57   nan    1.14 0 1
2M10173485-4621446 5413576895305031680 2.38 5008 -1.32  -353.20    14.48    15.08    13.72     0.566  4067  1.73   nan    1.09 0 0
2M10174127-4616014 5413583148777072896 2.73 5164 -1.48  -378.75    16.09    16.62    15.39     0.389  5713  8.22   nan    1.01 0 0
2M10174741-4619464 5413582186704791168 2.38 5081 -1.28  -389.42    14.67    15.27    13.93     0.389  5332  1.53   nan    1.01 0 0
2M10180150-4632342 5413526455207038720 2.32 4999 -1.29  -425.77    14.61    15.30    13.81     0.398  6681  1.78   nan    0.98 0 0
2M10180794-4628259 5413528138834248832 2.45 5031 -1.37  -400.07    15.46    16.09    14.67     0.398  3684  1.55   nan    1.05 0 1
2M10182052-4622189 5413534735903929728 2.67 5161 -1.32  -892.62    15.78    16.40    15.02     0.389  5236  1.62   nan    0.99 0 1
2M10195322+1508388 3888352197943386240 2.38 4942 -2.04  -584.30    15.43    15.83    14.85     0.192  2701  1.71   nan    0.99 0 1
2M10214349+3631535  753931687192476288 2.56 4586 -0.73  -308.82     9.74    10.31     9.05     0.000   753 12.76 16.93    1.73 1 1
2M10252435+1356349 3887229527852366976 3.76 4596 -0.27  -733.47    16.24    16.76    15.55     0.000  2751  7.99   nan    1.02 0 1
2M10255415-5111291 5357959680164941184 3.51 4892 -0.30  -310.32    13.18    13.73    12.49     0.770   768  1.51   nan    1.06 0 1
2M10292571+3631444  754439734579243776 2.93 4593 -0.37  -368.77    10.21    10.77     9.53     0.000   674 10.83 13.50    1.12 1 1
2M10293945-5010445 5358085883480316800 3.25 4946 -0.73  -350.36    14.45    14.98    13.75     0.805  4903  1.80   nan    8.46 0 1
2M10304974-5000516 5364095642235544576 2.91 4503  0.06  -330.77    15.44    16.19    14.59     0.389  4498  7.49   nan    0.98 0 1
2M10313840-5018115 5364072071455279872 2.37 4198 -0.10  -312.93    12.73    13.58    11.84     0.363  3478 15.66 16.33    1.06 1 1
2M10350775-5836172 5350662771253365504 2.93 4434  0.09  -434.83    12.93    13.69    12.10     9.252  2242 10.16   nan    1.17 1 1
2M10383527+2851447  734480987194684672 2.54 5151 -1.79  -593.54    13.11    13.50    12.55     0.000  2363  1.69   nan    1.04 0 0
2M10385604+3905188  755176407369573120 3.70 4934 -0.40  -352.62    14.73    15.18    14.11     0.000  1891  1.51   nan    0.96 0 0
2M10412682+2520512  724622731580381440 3.68 4562  0.26  -551.57    13.97    14.55    13.27     0.000   907 12.66   nan    0.95 0 1
2M10414832+2451083  724526524312971392 3.23 4896 -0.56  -326.04    14.71    15.17    14.08     0.000  1709  1.71   nan    1.46 0 1
2M10421263-4549154 5366680903304267136 3.25 4884 -0.49  -306.12    14.49    15.02    13.82     0.615  1559  1.62   nan    1.04 0 0
2M10451469-1200451 3757465470484424320 2.53 5108 -1.87  -453.48    12.22    12.65    11.62     0.192  1716  3.97   nan    1.12 0 0
2M10462832+5049062  836697841586754816 2.85 4618 -0.63  -388.05    13.11    13.66    12.43     0.000  2314 10.05   nan    0.96 0 0
2M10473087-0337247 3801409484208412800 3.62 5042 -0.40  -307.89    15.23    15.70    14.61     0.082  2116  1.61   nan    0.98 0 0
2M10480081+1538229 3981541988854929920 3.46 4526 -0.76  -910.70    13.60    14.11    12.93     0.000  1080 11.00   nan    0.97 0 1
2M10483554-4458050 5387805888927741568 2.89 5047 -1.33  -434.86    14.34    14.86    13.67     0.696  4109  2.81   nan    1.04 0 0
2M10490167+1910299 3986413585575540864 2.93 4918 -1.98  -928.26    14.34    14.70    13.72     0.165  2315  2.12   nan    0.97 0 1
2M10493192-0336547 3801401478389403008 3.76 4663 -1.04  -971.95    16.22    16.71    15.56     0.192  2529  9.50   nan    0.97 0 1
2M10511784-0227193 3802347470706033024 2.34 5092 -2.21  -572.65    15.83    16.27    15.24     0.000  3455 40.37   nan    1.07 0 1
2M10512062-0405099 3801135843252146944 2.68 5107 -1.41  -698.67    14.95    15.38    14.35     0.000  4270  1.55   nan    0.94 0 1
2M10513105-0103246 3803073010941592960 3.23 4602 -0.25  -413.59    11.28    11.88    10.58     0.110   949 12.25 12.93    1.11 1 1
2M10515935+4808063  832263373752095616 3.59 4868 -1.04  -685.80    14.17    14.54    13.50     0.000  1207 36.06   nan    8.77 0 1
2M10522611-0251460 3801567882602214784 2.49 5094 -1.77  -482.34    15.29    15.70    14.71     0.000  3659 95.97   nan    1.04 0 0
2M10544077-0343248 3801211091079081984 3.22 4946 -0.63  -300.10    16.36    16.81    15.75     0.000  4274  1.64   nan    1.08 0 0
2M10554328+0041514 3807936563188085120 3.36 4433 -0.56  -904.14    13.23    13.73    12.58     0.000  1110 16.59   nan    1.02 0 1
2M10555533+1409147 3969092532226899456 2.78 5132 -1.28  -380.44    13.97    14.37    13.40     0.000  2688  1.50   nan    0.96 0 0
2M11025936+1012383 3868113487411009920 3.35 4835 -0.33  -320.12    14.61    15.11    13.97     0.137  2137  1.58   nan    0.99 0 0
2M11052243-1250347 3564494552675894272 3.00 4835 -0.41  -407.91    14.38    14.88    13.74     0.137  2820  5.26   nan    1.53 0 1
2M11055248-0459039 3788397588727489920 3.67 4699 -0.12  -561.14    13.78    14.33    13.10     0.137  1017 14.04   nan    1.12 0 1
2M11055830-0517478 3788001004331916416 2.93 4394 -0.17  -493.20    12.35    12.99    11.61     0.110  1505  9.76  7.03    0.99 1 1
2M11084829-1037047 3758834607275241344 2.94 4724 -0.60  -293.51    14.63    15.17    13.93     0.137  3400  2.43   nan    1.07 0 1
2M11093247+1102237 3964301131135336704 3.16 4722 -0.25  -333.01    12.05    12.57    11.40     0.000   844  1.62   nan    1.14 0 1
2M11111316+0658099 3818092992611836672 2.95 4480 -0.29  -445.52    10.84    11.47    10.11     0.027  1118 12.31 16.45    1.16 1 1
2M11114448-0550562 3785105101158262912 2.52 5113 -2.44  -679.22    13.97    14.40    13.36     0.110  4456  1.59   nan    1.03 0 0
2M11124154+0715523 3818128211343649792 3.23 4875 -0.69  -287.27    14.16    14.64    13.53     0.165  1786  1.52   nan    1.04 0 1
2M11131852+3955526  765367089157693824 3.21 4610  0.26  -365.33    12.04    12.63    11.33     0.000   829  4.59  6.89    1.06 1 1
2M11135465+4024439  765394753042413824 3.00 4360 -2.47 -1676.66    18.23 -9999.00 -9999.00 -9999.000 -9999  3.61   nan     nan 0 1
2M11140638+4047411  765544389703018752 2.74 4933 -1.25  -451.92    15.24    15.70    14.61     0.000  4648  2.07   nan    1.01 0 1
2M11160870-7335114 5226118718336156416 3.75 4825  0.00  -346.05    14.72    15.33    13.96     0.885  1218 20.87   nan    1.08 0 1
2M11165709+0829394 3818717648359839104 3.55 4484 -0.24  -731.00    13.32    13.91    12.59     0.110   734 14.47   nan    1.07 0 1
2M11173689+0645217 3817650576620774912 2.75 5032 -0.38  -318.87    10.49    11.02     9.83     0.192   812  2.20   nan    1.10 0 0
2M11184359+0647179 3817654493630769536 3.00 4659 -0.68  -465.50    13.62    14.16    12.93     0.219  2158  4.94   nan    1.11 0 1
2M11214129+0115100 3798597135327636352 3.39 5273 -1.48  -472.66    14.47    14.85    13.91     0.000  2050  1.53   nan    0.92 0 0
2M11222634+2128065 3990804240447570944 3.42 4765  0.03  -297.29    12.21    12.74    11.56     0.000   542 40.37   nan    1.06 0 0
